x,y
0,0,277,0
1,0,243,0
2,0,240,0
3,0,291,0
4,0,253,0
5,0,257,0
6,0,264,0
7,0,233,0
8,0,274,0
9,0,282,18
10,0,268,0
11,0,256,0
12,0,285,0
13,0,238,0
14,0,240,0
15,0,270,0
16,0,231,0
17,0,207,0
18,0,230,0
19,0,178,0
20,0,227,0
21,0,281,0
22,0,261,0
23,0,248,20
24,0,167,20
25,0,144,20
26,0,39,20
27,0,37,20
28,0,173,20
29,0,36,20
30,0,38,20
31,0,71,20
32,0,90,20
33,0,38,20
34,0,169,20
35,1,27,20
36,0,132,20
37,0,168,20
38,0,41,20
39,0,38,20
40,0,93,20
41,81,91,0
42,0,38,20
43,0,87,20
44,0,30,20
45,0,37,20
46,0,90,20
47,11,46,0
48,0,37,20
49,0,37,20
50,6,54,0
51,0,90,20
52,0,120,20
53,0,49,20
54,0,38,20
55,0,140,20
56,0,40,20
57,0,48,20
58,0,188,20
59,13,123,0
60,0,90,20
61,0,173,20
62,0,47,20
63,0,76,20
64,0,90,20
65,2,38,20
66,0,38,20
67,0,90,20
68,6,45,0
69,0,38,20
70,0,38,20
71,0,36,20
72,0,38,20
73,0,37,20
74,0,44,20
75,0,37,20
76,0,38,20
77,0,108,20
78,0,61,20
79,0,139,20
80,0,35,20
81,0,90,20
82,0,90,20
83,10,49,0
84,0,38,20
85,0,125,20
86,9,51,20
87,0,54,20
88,0,188,20
89,0,111,20
90,0,65,20
91,0,163,20
92,0,163,20
93,0,90,20
94,0,122,20
95,0,40,20
96,0,36,20
97,0,185,20
98,0,90,20
99,0,117,20
100,0,188,20
101,0,89,20
102,0,38,20
103,0,245,20
104,0,196,20
105,0,161,20
106,0,161,20
107,3,63,3
108,0,38,20
109,0,100,20
110,0,54,20
111,0,37,20
112,0,50,20
113,0,40,20
114,0,37,20
115,0,94,20
116,0,58,20
117,0,38,20
118,0,91,20
119,0,33,20
120,0,52,20
121,0,171,20
122,0,78,20
123,0,38,20
124,0,139,20
125,0,35,20
126,0,38,20
127,0,90,20
128,6,70,20
129,0,36,20
130,0,148,20
131,0,42,20
132,0,37,20
133,0,118,20
134,0,33,20
135,0,91,20
136,0,166,20
137,0,39,20
138,0,38,20
139,0,172,20
140,0,90,20
141,0,90,20
142,0,148,20
143,0,33,20
144,0,153,20
145,0,230,20
146,0,197,20
147,0,158,20
148,0,296,0
149,0,261,20
150,0,204,20
151,0,240,20
152,6,83,0
153,0,75,20
154,0,91,20
155,81,91,0
156,0,44,20
157,0,166,20
158,7,83,0
159,0,37,20
160,0,183,20
161,81,91,0
162,0,133,20
163,0,194,20
164,0,59,20
165,0,38,20
166,0,97,20
167,0,104,20
168,0,39,20
169,0,195,20
170,0,34,20
171,0,37,20
172,0,120,20
173,3,23,0
174,0,38,20
175,0,90,20
176,0,43,20
177,0,39,20
178,0,90,20
179,0,41,20
180,0,38,20
181,0,113,20
182,0,45,20
183,0,38,20
184,0,143,20
185,1,146,20
186,0,90,20
187,0,168,20
188,20,52,0
189,0,37,20
190,0,45,20
191,7,169,0
192,0,271,0
193,0,223,0
194,9,260,0
195,0,264,0
196,0,225,0
197,5,261,0
198,0,300,0
199,0,255,0
200,3,219,0
201,0,216,0
202,0,160,0
203,3,167,0
204,0,255,0
205,0,203,0
206,26,219,0
207,0,222,0
208,0,163,0
209,2,172,0
210,0,270,0
211,0,212,0
212,9,166,3
213,0,233,0
214,0,162,0
215,8,150,18
216,0,167,0
217,0,113,20
218,0,54,20
219,0,178,0
220,0,123,18
221,0,129,20
222,0,184,0
223,0,126,18
224,0,78,20
225,0,123,18
226,0,77,20
227,0,32,20
228,0,162,0
229,0,97,20
230,0,35,20
231,0,37,20
232,0,80,20
233,0,31,20
234,0,192,20
235,0,223,20
236,0,202,20
237,0,43,20
238,0,187,20
239,81,98,0
240,0,160,20
241,0,234,20
242,0,181,15
243,0,116,20
244,0,168,20
245,2,81,0
246,0,38,20
247,0,178,20
248,0,186,20
249,0,146,20
250,0,211,20
251,18,86,0
252,0,149,20
253,0,240,20
254,3,220,0
255,0,95,20
256,0,134,20
257,0,39,20
258,0,38,20
259,0,183,20
260,4,133,0
261,0,86,20
262,0,145,20
263,0,32,20
264,0,37,20
265,0,146,20
266,0,132,20
267,0,101,20
268,0,195,20
269,0,38,20
270,0,247,20
271,0,264,0
