x,y
0,0,41,20
1,0,30,20
2,0,37,20
3,0,36,20
4,26,66,0
5,0,32,20
6,0,37,20
7,0,32,0
8,0,35,20
9,0,32,20
10,0,28,20
11,0,31,20
12,0,31,20
13,0,30,20
14,0,29,20
15,0,32,20
16,0,30,20
17,0,35,20
18,0,31,20
19,0,32,20
20,0,36,20
21,0,39,20
22,0,35,20
23,0,37,20
24,33,64,20
25,26,57,0
26,14,26,20
27,0,39,20
28,0,35,20
29,0,37,14
30,0,31,20
31,0,24,0
32,0,36,20
33,0,35,20
34,0,29,20
35,0,31,20
36,0,37,20
37,0,31,20
38,0,31,20
39,0,99,20
40,0,37,20
41,0,40,20
42,0,31,20
43,0,35,20
44,0,35,20
45,0,30,20
46,0,27,20
47,0,37,20
48,0,36,20
49,0,30,20
50,0,30,20
51,0,30,20
52,0,29,20
53,0,34,20
54,0,32,20
55,0,46,20
56,0,32,20
57,0,29,20
58,0,28,20
59,0,31,20
60,0,40,20
61,0,32,20
62,12,49,0
63,0,26,20
64,0,24,20
65,0,30,20
66,0,30,20
67,0,30,20
68,0,29,20
69,34,12,20
70,0,34,20
71,0,30,20
72,0,36,20
73,0,34,20
74,0,30,20
75,0,30,20
76,26,95,0
77,17,32,20
78,0,33,20
79,0,268,20
80,0,32,20
81,0,42,20
82,0,36,20
83,0,29,20
84,0,35,20
85,0,36,20
86,0,42,20
87,0,33,20
88,0,31,20
89,0,29,20
90,0,36,20
91,0,31,20
92,0,32,20
93,0,37,20
94,0,34,20
95,0,44,20
96,0,30,20
97,0,37,20
98,0,36,20
99,81,91,0
100,0,42,20
101,0,33,20
102,3,33,20
103,0,34,20
104,0,41,20
105,0,20,0
106,0,50,20
107,0,29,20
108,0,30,20
109,0,32,20
110,0,32,20
111,0,37,20
112,0,41,20
113,0,35,20
114,0,27,20
115,0,41,20
116,0,34,20
117,0,31,20
118,22,53,20
119,0,31,20
120,0,35,20
121,0,40,20
122,0,30,20
123,0,30,20
124,0,50,20
125,0,34,20
126,0,35,0
127,3,33,20
128,0,35,20
129,0,35,20
130,0,23,20
131,0,31,20
132,0,33,20
133,0,40,20
134,0,41,20
135,0,34,20
136,0,38,20
137,0,27,20
138,0,25,20
139,0,30,20
140,0,28,20
141,0,31,20
142,0,32,20
143,0,35,8
144,0,40,20
145,0,37,20
146,0,26,20
147,0,51,20
148,0,36,0
149,1,27,11
150,26,62,20
151,0,31,20
152,0,39,20
153,0,31,20
154,0,29,20
155,0,36,20
156,0,43,20
157,0,31,20
158,0,36,20
159,0,34,20
160,0,33,20
161,0,33,20
162,0,36,20
163,0,37,20
164,0,25,20
165,0,28,20
166,0,34,20
167,0,36,20
168,0,27,20
169,0,44,20
170,0,34,20
171,0,30,20
172,0,34,20
173,0,26,20
174,0,36,20
175,0,31,20
176,0,35,20
177,0,33,20
178,0,34,20
179,34,62,20
180,0,30,20
181,0,31,20
182,0,36,20
183,0,37,20
184,0,30,20
185,0,33,20
186,0,31,20
187,0,31,20
188,0,26,20
189,0,35,20
190,0,35,20
191,0,27,20
192,0,34,20
193,0,39,20
194,0,33,20
195,0,31,20
196,0,31,20
197,0,30,20
198,0,43,20
199,0,32,20
200,0,29,20
201,0,37,20
202,0,38,14
203,26,70,0
204,0,32,20
205,0,30,20
206,7,48,20
207,1,32,20
208,2,20,0
209,0,55,20
210,0,55,2
211,0,60,20
212,0,35,20
213,0,24,20
214,4,51,20
215,22,31,20
216,0,31,20
217,0,33,20
218,0,55,20
219,36,91,20
220,45,10,20
221,0,63,0
222,23,20,20
223,4,41,20
224,0,31,0
225,0,31,20
226,0,31,20
227,0,31,20
228,0,28,20
229,0,32,20
230,0,31,20
231,0,30,20
232,0,31,20
233,7,48,20
234,0,31,20
235,0,31,20
236,81,91,0
237,0,36,20
238,0,33,20
239,0,30,20
240,0,36,20
241,0,35,20
242,0,38,20
243,0,36,20
244,0,30,20
245,0,31,20
246,0,30,20
247,0,36,20
248,0,29,20
249,0,29,20
250,0,31,20
251,0,30,20
252,26,58,0
253,19,36,20
254,15,29,20
255,0,26,20
256,0,31,20
257,0,30,20
258,24,66,0
259,0,41,20
260,0,31,20
261,0,31,20
262,0,36,20
263,0,33,20
264,0,31,20
265,0,27,20
266,0,35,20
267,0,32,20
268,0,39,20
269,0,34,20
270,0,26,20
271,0,37,20
272,0,36,20
273,0,32,20
274,0,32,20
275,0,40,20
276,0,35,20
277,0,37,20
278,0,36,20
279,0,41,20
