x,y
0,1,255,438,0,1,1,1,1
1,2,255,295,0,1,2,2,2
2,3,255,279,0,1,3,3,3
3,4,255,292,0,1,4,4,4
4,5,255,294,0,1,4,5,4
5,5,255,297,0,1,4,5,4
6,6,255,292,0,1,4,6,4
7,7,255,292,0,1,5,7,5
8,7,255,294,0,1,5,7,5
9,8,255,429,0,1,5,8,5
10,9,255,294,0,1,6,9,6
11,9,255,287,0,1,6,9,6
12,10,255,424,0,1,6,10,6
13,11,255,292,0,1,7,10,6
14,12,255,412,0,1,7,11,6
15,13,255,427,0,1,7,12,6
16,14,255,419,0,1,8,13,6
17,15,255,440,0,1,9,13,6
18,16,255,291,0,1,9,14,6
19,16,255,434,0,1,9,14,6
20,17,255,282,0,1,9,15,6
21,17,255,424,0,1,9,15,6
22,17,255,287,0,1,9,15,6
23,18,255,292,0,1,9,15,6
24,19,255,291,0,1,10,16,6
25,20,255,421,0,1,11,17,6
26,20,255,283,0,1,11,17,6
27,21,255,289,0,1,12,17,7
28,22,255,419,0,1,13,18,8
29,23,255,287,0,1,13,19,8
30,24,255,420,0,1,14,20,8
31,25,255,293,0,1,14,21,8
32,25,255,292,0,1,14,21,8
33,26,255,427,0,1,14,22,8
34,27,255,427,0,1,14,23,8
35,28,255,281,0,1,14,24,8
36,29,255,288,0,1,15,24,8
37,29,255,430,0,1,15,24,8
38,29,255,281,0,1,15,24,8
39,30,255,292,0,1,16,25,8
40,30,255,427,0,1,16,25,8
41,31,255,443,0,1,16,26,8
42,31,255,292,0,1,16,26,8
43,32,255,292,0,1,16,26,8
44,32,255,428,0,1,16,26,8
45,32,255,287,0,1,16,26,8
46,33,255,292,0,1,16,27,8
47,34,255,287,0,1,17,27,8
48,35,255,292,0,1,17,27,8
49,35,255,424,0,1,17,27,8
50,36,255,281,0,1,18,28,8
51,36,255,425,0,1,18,28,8
52,36,255,427,0,1,18,28,8
53,37,255,295,1,1,19,29,9
54,37,255,424,0,1,19,29,9
55,38,255,289,0,1,19,30,9
56,38,255,301,0,1,19,30,9
57,38,255,290,0,1,19,30,9
58,39,255,431,0,1,19,31,9
59,40,255,426,0,1,19,32,9
60,40,255,291,0,1,19,32,9
61,40,255,292,0,1,19,32,9
62,41,255,427,0,1,19,32,9
63,41,255,289,0,1,19,32,9
64,42,255,421,0,1,19,32,9
65,43,255,302,0,1,19,32,9
66,43,255,425,0,1,19,32,9
67,43,255,421,0,1,19,32,9
68,44,255,293,0,1,19,33,9
69,44,255,429,0,1,19,33,9
70,44,255,428,0,1,19,33,9
71,45,255,415,0,1,20,33,9
72,45,255,291,0,1,20,33,9
73,45,255,291,0,1,20,33,9
74,45,255,307,0,1,20,33,9
75,45,255,427,0,1,20,33,9
76,46,255,431,0,1,20,33,9
77,46,255,423,0,1,20,33,9
78,46,255,292,0,1,20,33,9
79,46,255,287,0,1,20,33,9
80,46,255,283,0,1,20,33,9
81,47,255,424,0,1,20,34,9
82,48,255,289,0,1,20,35,9
83,49,255,288,1,1,20,35,10
84,49,255,289,0,1,20,35,10
85,50,255,427,0,1,20,36,10
86,51,255,292,0,1,21,36,10
87,51,255,427,0,1,21,36,10
88,51,255,427,0,1,21,36,10
89,51,255,299,0,1,21,36,10
90,51,255,289,0,1,21,36,10
91,51,255,424,0,1,21,36,10
92,51,255,434,0,1,21,36,10
93,51,255,296,0,1,21,36,10
94,51,255,289,0,1,21,36,10
95,52,255,425,0,1,21,37,10
96,53,255,292,0,1,21,38,10
97,53,255,428,0,1,21,38,10
98,54,255,416,1,1,21,39,10
99,54,255,287,0,1,21,39,10
100,54,255,290,0,1,21,39,10
101,54,255,415,0,1,21,39,10
102,54,255,289,0,1,21,39,10
103,55,255,294,0,1,22,40,11
104,55,255,431,0,1,22,40,11
105,56,255,291,0,1,23,41,11
106,56,255,289,0,1,23,41,11
107,56,255,430,0,1,23,41,11
108,56,255,291,0,1,23,41,11
109,56,255,421,0,1,23,41,11
110,56,255,285,0,1,23,41,11
111,56,255,291,0,1,23,41,11
112,56,255,291,0,1,23,41,11
113,56,255,292,0,1,23,41,11
114,56,255,427,0,1,23,41,11
115,56,255,430,0,1,23,41,11
116,57,255,298,0,1,24,42,11
117,57,255,289,0,1,24,42,11
118,58,255,292,0,1,24,42,11
119,58,255,296,0,1,24,42,11
120,58,255,291,0,1,24,42,11
121,58,255,289,0,1,24,42,11
122,59,255,287,0,1,25,43,12
123,59,255,293,0,1,25,43,12
124,59,255,291,0,1,25,43,12
125,60,255,274,1,1,25,44,12
126,60,255,290,0,1,25,44,12
127,60,255,287,0,1,25,44,12
128,60,255,446,0,1,25,44,12
129,60,255,289,0,1,25,44,12
130,60,255,290,0,1,25,44,12
131,61,255,439,0,1,25,45,12
132,62,255,423,0,1,25,45,12
133,62,255,292,0,1,25,45,12
134,62,255,432,0,1,25,45,12
135,62,255,292,0,1,25,45,12
136,63,255,287,0,1,25,46,12
137,64,255,282,0,1,25,47,12
138,64,255,430,0,1,25,47,12
139,64,255,295,0,1,25,47,12
140,65,255,292,0,1,26,47,12
141,65,255,428,0,1,26,47,12
142,65,255,429,0,1,26,47,12
143,65,255,302,0,1,26,47,12
